igemid,unid,start,length
BBa_I8021,P42212,2064,714
BBa_I8022,P12746,7877,750
BBa_I8022,P42212,2075,714
BBa_I8022,P04483,5958,615
BBa_I8022,P03034,3061,708
BBa_I8022,P54292,6865,723
BBa_I8022,P18680,82,705
BBa_I8022,P16117,4057,285
BBa_I8022,P03034,1080,708
BBa_I8022,P42212,4971,714
BBa_I8023,P12746,7679,750
BBa_I8023,P03034,1080,708
BBa_I8023,P42212,4773,714
BBa_I8023,P42212,2075,714
BBa_I8023,P04483,5760,615
BBa_I8023,P03034,3061,708
BBa_I8023,P54292,6667,723
BBa_I8023,P18680,82,705
BBa_I8023,P16117,3859,285
BBa_I8024,P12746,4974,750
BBa_I8024,P25084,5980,717
BBa_I8024,P18680,82,705
BBa_I8024,P54292,3962,723
BBa_I8024,P42212,1080,714
BBa_I8024,P42212,2068,714
BBa_I8024,P04483,3055,615
BBa_I8025,P12746,4970,750
BBa_I8025,P25084,5976,717
BBa_I8025,P42212,1078,714
BBa_I8025,P42212,2064,714
BBa_I8025,P04483,3051,615
BBa_I8025,P18680,80,705
BBa_I8025,P54292,3958,723
BBa_I8026,P12746,5178,750
BBa_I8026,P25084,6184,717
BBa_I8026,P42212,2272,714
BBa_I8026,P04483,3259,615
BBa_I8026,P18680,184,705
BBa_I8026,P54292,4166,723
BBa_I8026,P42212,1182,714
BBa_I8030,Q9L8R8,1605,750
BBa_I8030,P42212,2646,714
BBa_I8030,P04483,84,615
BBa_I8030,P54292,792,723
BBa_I8031,P12746,792,750
BBa_I8031,Q9L8R8,1599,750
BBa_I8031,P42212,2642,714
BBa_I8031,P04483,84,615
BBa_I8032,P54292,792,687
BBa_I8032,P42212,1806,714
BBa_I8032,P54292,792,723
BBa_I8032,P04483,84,615
BBa_I8033,P54292,81,687
BBa_I8033,P42212,1095,714
BBa_I8033,P54292,81,723
BBa_I8034,P12746,792,750
BBa_I8034,P42212,1802,714
BBa_I8034,P04483,84,615
BBa_I8035,P12746,81,750
BBa_I8035,P42212,1091,714
BBa_I8100,P12746,2003,750
BBa_I8100,P04483,84,615
BBa_I8100,P54292,991,723
BBa_I8101,P54292,991,687
BBa_I8101,P25084,2003,717
BBa_I8101,P04483,84,615
BBa_I8101,P54292,991,723
BBa_I8102,P12746,2003,750
BBa_I8102,P25084,3009,717
BBa_I8102,P04483,84,615
BBa_I8102,P54292,991,723
BBa_I8500,P0AEX9,1112,1080
BBa_I8500,O73694,2255,114
BBa_I8500,Q8FKG6,2933,150
BBa_I8500,Q3Z583,2933,150
BBa_I8500,P12746,81,750
BBa_I8500,O73693,2234,213
BBa_I8500,Q8VNN2,2918,165
BBa_I8501,P00722,2735,3072
BBa_I8501,P12746,81,750
BBa_I8501,P26633,2255,114
BBa_I8510,P0AEX9,2060,1080
BBa_I8510,O73694,3203,114
BBa_I8510,Q8FKG6,3881,150
BBa_I8510,P12746,1029,750
BBa_I8510,Q3Z583,3881,150
BBa_I8510,O73693,3182,213
BBa_I8510,Q8VNN2,3866,165
BBa_I8520,P0AEX9,1112,1080
BBa_I8520,O73694,2255,114
BBa_I8520,P42212,2738,714
BBa_I8520,P12746,81,750
BBa_I8521,P0AEX9,1112,1080
BBa_I8521,O73694,2255,114
BBa_I8521,P42212,2738,714
BBa_I8521,P12746,81,750
BBa_I8525,P12746,81,750
BBa_I8525,O73694,1094,114
BBa_I8525,P42212,1577,714
BBa_I8525,O73692,1094,201
BBa_I8525,P18146,1094,192
BBa_I8540,P0AEX9,43,1080
BBa_I8540,O73694,1186,114
BBa_I8540,P42212,1669,714
BBa_I9001,P03049,19,249
BBa_I9002,P06555,19,384
BBa_I9004,P03034,19,711
BBa_I9008,P03034,19,711
BBa_I9009,P03034,19,711
BBa_I9020,P12746,76,750
BBa_I9022,P12747,19,579
BBa_I9023,P12747,19,579
BBa_I9024,P54292,76,687
BBa_I9024,P54292,76,723
BBa_I9026,P54291,19,603
BBa_I9027,P54291,19,603
BBa_I9045,P42212,4,714
BBa_I9101,P0A9E0,2147,876
BBa_I9101,P03049,3380,249
BBa_I9101,P42212,3934,714
BBa_I9101,P42212,1240,714
BBa_I9102,P0A9E0,2147,876
BBa_I9102,P06555,3389,375
BBa_I9102,P42212,4079,714
BBa_I9102,P42212,1240,714
BBa_I9102,P06555,3380,384
BBa_I9103,P0A9E0,2147,876
BBa_I9103,P42212,4275,714
BBa_I9103,P42212,1240,714
BBa_I9104,P0A9E0,2147,876
BBa_I9104,P03034,3380,711
BBa_I9104,P42212,4378,714
BBa_I9104,P42212,1240,714
BBa_I9106,P0A9E0,2147,876
BBa_I9106,P42212,1240,714
BBa_I9107,P42212,147,714
BBa_I9108,P0A9E0,7325,876
BBa_I9108,P42212,6418,714
BBa_I9108,P42212,147,714
BBa_I9108,P42212,2290,714
BBa_I9109,P0A9E0,2147,876
BBa_I9109,P03034,3380,711
BBa_I9109,P42212,1240,714
BBa_I9110,P42212,112,714
BBa_I9111,P0A9E0,7428,876
BBa_I9111,P03034,8661,711
BBa_I9111,P03034,4395,711
BBa_I9111,P42212,6521,714
BBa_I9111,P42212,112,714
BBa_I9111,P42212,2255,714
BBa_I9112,P0A9E0,2147,876
BBa_I9112,P03034,3380,711
BBa_I9112,P42212,5270,714
BBa_I9112,P42212,1240,714
BBa_I9113,P0A9E0,2147,876
BBa_I9113,P03034,4272,711
BBa_I9113,P42212,5270,714
BBa_I9113,P42212,1240,714
BBa_I9120,P0A9E0,3135,876
BBa_I9120,P12746,5231,750
BBa_I9120,P42212,2228,714
BBa_I9120,P12747,4368,579
BBa_I9120,P42212,85,714
BBa_I9124,P0A9E0,3133,876
BBa_I9124,P54292,5253,687
BBa_I9124,P42212,2226,714
BBa_I9124,P54291,4366,603
BBa_I9124,P54292,5253,723
BBa_I9124,P42212,83,714
BBa_I9128,P0A9E0,3291,876
BBa_I9128,P42212,241,714
BBa_I9128,P42212,2384,714
BBa_I9200,P03034,1,711
BBa_J00000,P0A9E0,2016,876
BBa_J00000,P62552,450,159
BBa_J00000,P62554,143,303
BBa_J01001,P17909,1,369
BBa_J01021,P17909,19,369
BBa_J01022,Q9U6Y8,218,663
BBa_J01023,P17909,109,369
BBa_J01024,P17909,109,369
BBa_J01024,Q9U6Y8,712,663
BBa_J01025,P17909,109,369
BBa_J01025,Q9U6Y8,712,663
BBa_J01026,P42212,239,714
BBa_J01027,P42212,236,714
BBa_J01029,P06534,4,375
BBa_J01029,P42212,762,714
BBa_J01031,P06534,112,375
BBa_J01031,P42212,870,714
BBa_J01032,P06534,491,375
BBa_J01032,P42212,1249,714
BBa_J01050,P42212,84,714
BBa_J01051,P42212,221,714
BBa_J01052,P06626,19,687
BBa_J01053,P0A9E0,4,876
BBa_J01053,P06626,1237,687
BBa_J01054,P0A9E0,1222,876
BBa_J01054,P06626,2455,687
BBa_J01056,P0A9E0,4,876
BBa_J01056,P06626,1237,687
BBa_J01056,P42212,2155,714
BBa_J01058,P03034,1,711
BBa_J01058,P03034,4,708
BBa_J01059,P03034,1,711
BBa_J01059,P42212,1032,714
BBa_J01059,P03034,4,708
BBa_J01061,P03034,109,711
BBa_J01061,P42212,1140,714
BBa_J01061,P03034,112,708
BBa_J01062,P03034,482,711
BBa_J01062,P42212,1513,714
BBa_J01062,P03034,485,708
BBa_J01063,Q9U6Y8,109,663
BBa_J01064,Q9U6Y8,454,663
BBa_J01065,P17909,3,93
BBa_J01065,Q9U6Y8,460,663
BBa_J01068,Q9U6Y8,109,663
BBa_J01069,P0A9E0,4,876
BBa_J01069,Q9U6Y8,1429,663
BBa_J01070,P0A9E0,4,876
BBa_J01070,Q9U6Y8,1406,663
BBa_J01071,P0A9E0,4,876
BBa_J01071,Q9U6Y8,1406,663
BBa_J01072,P0A9E0,4,876
BBa_J01072,Q9U6Y8,1406,663
BBa_J01073,Q9U6Y8,449,663
BBa_J01074,P17909,3,93
BBa_J01074,Q9U6Y8,455,663
BBa_J01075,P03034,61,711
BBa_J01075,P03034,64,708
BBa_J01079,P03034,61,711
BBa_J01079,P42212,1092,714
BBa_J01079,P03034,64,708
BBa_J01093,P0A9E0,4,876
BBa_J01093,P06626,1237,687
BBa_J01095,Q9U6Y8,1,663
BBa_J01096,P03034,109,711
BBa_J01096,P42212,1140,714
BBa_J01096,P03034,112,708
BBa_J01098,Q9U6Y8,19,663
BBa_J01099,P0A9E0,4,876
BBa_J01099,P03034,2132,711
BBa_J01099,P03034,2135,708
BBa_J01100,P17909,19,369
BBa_J01101,P03034,81,711
BBa_J01101,P03034,84,708
BBa_J01102,P0A9E0,4,876
BBa_J01102,P03034,2152,711
BBa_J01102,P03034,2155,708
BBa_J01103,P17909,76,369
BBa_J01104,P17909,449,369
BBa_J01105,P17909,449,369
BBa_J01105,P42212,856,714
BBa_J01106,Q9U6Y8,82,663
BBa_J01107,P17909,3,93
BBa_J01107,Q9U6Y8,461,663
BBa_J01108,P03023,90,1080
BBa_J01119,P0A9E0,4,876
BBa_J01119,Q9U6Y8,1237,663
BBa_J01120,Q9U6Y8,81,663
BBa_J01121,Q9U6Y8,81,663
BBa_J01122,Q9U6Y8,109,663
BBa_J01123,Q9U6Y8,109,663
BBa_J01136,P0A9E0,377,876
BBa_J01136,P06626,1610,687
BBa_J01137,Q9U6Y8,109,663
BBa_J01138,Q9U6Y8,109,663
BBa_J01139,Q9U6Y8,109,663
BBa_J03100,P16117,109,285
BBa_J03101,P03034,227,711
BBa_J03101,P03034,230,708
BBa_J03102,P42212,112,714
BBa_J03103,P03034,227,711
BBa_J03103,P16117,1221,285
BBa_J03103,P42212,2079,714
BBa_J03103,P03034,230,708
BBa_J03210,P0AEX9,1,342
BBa_J03210,P0AEX9,1,339
BBa_J03211,P0AEX9,22,342
BBa_J03211,P0AEX9,22,339
BBa_J04051,Q9U6Y8,1,663
BBa_J04085,P42212,717,714
BBa_J04086,P42212,737,714
BBa_J04381,P42212,367,714
BBa_J04421,P42212,230,714
BBa_J04430,P42212,227,714
BBa_J04431,P42212,227,714
BBa_J04450,Q9U6Y8,227,663
BBa_J04451,Q9U6Y8,227,663
BBa_J04480,P42212,230,714
BBa_J04481,P42212,210,714
BBa_J04650,Q9U6Y8,1,663
BBa_J04651,Q9U6Y8,1,663
BBa_J04671,P42212,4,714
BBa_J04771,P42212,268,714
BBa_J04871,P42212,268,714
BBa_J04971,P42212,268,714
BBa_J05000,P42212,1520,714
BBa_J05000,Q9U6Y8,562,663
BBa_J05030,P42212,3529,714
BBa_J05030,Q9U6Y8,416,663
BBa_J05030,Q9U6Y8,2436,663
BBa_J05030,P42212,1553,714
BBa_J05040,P42212,2150,714
BBa_J05050,P03034,1460,711
BBa_J05050,P42212,4529,714
BBa_J05050,P03034,1463,708
BBa_J05050,P03023,90,1080
BBa_J05114,P0AFF9,1,396
BBa_J05114,P18850,667,129
BBa_J05114,P0AFF9,13,357
BBa_J05115,Q9UJW8,13,513
BBa_J05115,Q32KN0,13,516
BBa_J05306,P42212,414,714
BBa_J05316,P42212,563,714
BBa_J05500,P03034,1460,711
BBa_J05500,P03023,90,1080
BBa_J05500,P03034,1463,708
BBa_J05501,P03034,1460,711
BBa_J05501,P03034,1463,708
BBa_J05501,P03023,90,1080
BBa_J05503,P03034,1460,711
BBa_J05503,P42212,2455,714
BBa_J05503,Q9U6Y8,3428,663
BBa_J05503,P03023,90,1080
BBa_J05503,P03034,1463,708
BBa_J05504,P03034,1460,711
BBa_J05504,P42212,2421,714
BBa_J05504,Q9U6Y8,3394,663
BBa_J05504,P03023,90,1080
BBa_J05504,P03034,1463,708
BBa_J05505,P03023,90,1080
BBa_J05505,P42212,1460,714
BBa_J06000,P12746,178,750
BBa_J06000,P42212,1188,714
BBa_J06001,P12747,81,579
BBa_J06002,P12747,81,579
BBa_J06003,P42212,84,714
BBa_J06004,P12746,178,750
BBa_J06004,P03034,1188,711
BBa_J06004,P03034,1191,708
BBa_J06005,P42212,127,714
BBa_J06006,P42212,127,714
BBa_J06007,P12747,912,579
BBa_J06007,P42212,127,714
BBa_J06008,P12747,912,579
BBa_J06008,P42212,127,714
BBa_J06012,P12747,83,579
BBa_J06014,P12746,178,750
BBa_J06014,P03034,1187,711
BBa_J06014,P03034,1190,708
BBa_J06015,P42212,129,714
BBa_J06016,P42212,129,714
BBa_J06017,P12747,914,579
BBa_J06017,P42212,127,714
BBa_J06018,P12747,914,579
BBa_J06018,P42212,127,714
BBa_J06024,P12746,178,750
BBa_J06024,P03034,1186,711
BBa_J06024,P03034,1189,708
BBa_J06025,P42212,128,714
BBa_J06026,P42212,128,714
BBa_J06027,P12747,913,579
BBa_J06027,P42212,127,714
BBa_J06028,P12747,913,579
BBa_J06028,P42212,127,714
BBa_J06034,P12746,178,750
BBa_J06034,P03034,1184,711
BBa_J06034,P03034,1187,708
BBa_J06035,P42212,126,714
BBa_J06036,P42212,126,714
BBa_J06037,P12747,911,579
BBa_J06037,P42212,127,714
BBa_J06038,P12747,911,579
BBa_J06038,P42212,127,714
BBa_J06044,P12746,178,750
BBa_J06044,P03034,1185,711
BBa_J06044,P03034,1188,708
BBa_J06045,P42212,130,714
BBa_J06046,P42212,130,714
BBa_J06047,P12747,915,579
BBa_J06047,P42212,127,714
BBa_J06048,P12747,915,579
BBa_J06048,P42212,127,714
BBa_J06100,P25084,65,717
BBa_J06100,P42212,1177,714
BBa_J06101,P33883,81,603
BBa_J06102,P33883,81,603
BBa_J06103,P42212,84,714
BBa_J06104,P03034,1177,711
BBa_J06104,P25084,65,717
BBa_J06104,P03034,1180,708
BBa_J06105,P42212,198,714
BBa_J06106,P42212,198,714
BBa_J06107,P33883,983,603
BBa_J06107,P42212,198,714
BBa_J06108,P33883,983,603
BBa_J06108,P42212,198,714
BBa_J06112,P33883,83,603
BBa_J06114,P03034,1176,711
BBa_J06114,P25084,65,717
BBa_J06114,P03034,1179,708
BBa_J06115,P42212,200,714
BBa_J06116,P42212,200,714
BBa_J06117,P33883,988,603
BBa_J06117,P42212,201,714
BBa_J06118,P33883,985,603
BBa_J06118,P42212,198,714
BBa_J06124,P03034,1175,711
BBa_J06124,P25084,65,717
BBa_J06124,P03034,1178,708
BBa_J06125,P42212,199,714
BBa_J06126,P42212,199,714
BBa_J06127,P33883,987,603
BBa_J06127,P42212,201,714
BBa_J06128,P33883,984,603
BBa_J06128,P42212,198,714
BBa_J06134,P03034,1170,711
BBa_J06134,P25084,62,717
BBa_J06134,P03034,1173,708
BBa_J06135,P42212,197,714
BBa_J06136,P42212,197,714
BBa_J06137,P33883,982,603
BBa_J06137,P42212,198,714
BBa_J06138,P33883,982,603
BBa_J06138,P42212,198,714
BBa_J06144,P03034,1174,711
BBa_J06144,P03034,1177,708
BBa_J06144,P25084,65,717
BBa_J06145,P42212,201,714
BBa_J06146,P42212,201,714
BBa_J06147,P33883,989,603
BBa_J06147,P42212,201,714
BBa_J06148,P33883,986,603
BBa_J06148,P42212,198,714
BBa_J06200,P54292,62,687
BBa_J06200,P42212,1074,714
BBa_J06200,P54292,62,723
BBa_J06201,P54291,81,603
BBa_J06202,P54291,81,603
BBa_J06203,P42212,84,714
BBa_J06204,P54292,62,687
BBa_J06204,P03034,1074,711
BBa_J06204,P03034,1077,708
BBa_J06204,P54292,62,723
BBa_J06205,P42212,81,714
BBa_J06206,P42212,81,714
BBa_J06207,P54291,866,603
BBa_J06207,P42212,81,714
BBa_J06208,P54291,866,603
BBa_J06208,P42212,81,714
BBa_J06212,P54291,83,603
BBa_J06214,P54292,62,687
BBa_J06214,P03034,1073,711
BBa_J06214,P54292,62,723
BBa_J06214,P03034,1076,708
BBa_J06215,P42212,83,714
BBa_J06216,P42212,83,714
BBa_J06217,P54291,868,603
BBa_J06217,P42212,81,714
BBa_J06218,P54291,868,603
BBa_J06218,P42212,81,714
BBa_J06224,P54292,62,687
BBa_J06224,P03034,1072,711
BBa_J06224,P54292,62,723
BBa_J06224,P03034,1075,708
BBa_J06225,P42212,82,714
BBa_J06226,P42212,82,714
BBa_J06227,P54291,867,603
BBa_J06227,P42212,81,714
BBa_J06228,P54291,867,603
BBa_J06228,P42212,81,714
BBa_J06234,P54292,62,687
BBa_J06234,P03034,1070,711
BBa_J06234,P54292,62,723
BBa_J06234,P03034,1073,708
BBa_J06235,P42212,80,714
BBa_J06236,P42212,80,714
BBa_J06237,P54291,865,603
BBa_J06237,P42212,81,714
BBa_J06238,P54291,865,603
BBa_J06238,P42212,81,714
BBa_J06244,P54292,62,687
BBa_J06244,P03034,1071,711
BBa_J06244,P03034,1074,708
BBa_J06244,P54292,62,723
BBa_J06245,P42212,84,714
BBa_J06246,P42212,84,714
BBa_J06247,P54291,869,603
BBa_J06247,P42212,81,714
BBa_J06248,P54291,869,603
BBa_J06248,P42212,81,714
BBa_J06300,P33883,912,603
BBa_J06300,P42212,127,714
BBa_J06301,P33883,912,603
BBa_J06301,P42212,127,714
BBa_J06302,P12747,983,579
BBa_J06302,P42212,198,714
BBa_J06303,P12747,983,579
BBa_J06303,P42212,198,714
BBa_J06310,P12747,65,579
BBa_J06311,P12747,76,579
BBa_J06320,P33883,65,603
BBa_J06321,P33883,76,603
BBa_J06400,P25084,65,717
BBa_J06401,P33883,19,603
BBa_J06402,P54292,62,687
BBa_J06402,P54292,62,723
BBa_J06450,P12747,873,579
BBa_J06450,P42212,127,714
BBa_J06451,P12747,874,579
BBa_J06451,P42212,127,714
BBa_J06452,P12747,875,579
BBa_J06452,P42212,127,714
BBa_J06460,P12747,873,579
BBa_J06460,P42212,127,714
BBa_J06461,P12747,874,579
BBa_J06461,P42212,127,714
BBa_J06462,P12747,875,579
BBa_J06462,P42212,127,714
BBa_J06481,P42212,198,714
BBa_J06482,P25084,19,717
BBa_J06483,P12746,178,750
BBa_J06485,P03034,136,711
BBa_J06485,P03034,139,708
BBa_J06486,P42212,139,714
BBa_J06487,P42212,25,714
BBa_J06489,P42212,24,714
BBa_J06492,P42212,23,714
BBa_J06493,P42212,21,714
BBa_J06494,P42212,22,714
BBa_J06497,P12746,178,750
BBa_J06498,P42212,85,714
BBa_J06499,P03034,1,711
BBa_J06499,P03034,4,708
BBa_J06500,P03023,10,1080
BBa_J06501,P03023,10,1080
BBa_J06502,P03034,1,711
BBa_J06503,P03034,1,711
BBa_J06504,Q9U6Y8,34,645
BBa_J06505,Q9U6Y8,34,645
BBa_J06550,P03034,19,711
BBa_J06550,P03034,22,708
BBa_J06551,P03034,82,711
BBa_J06551,P03034,85,708
BBa_J06570,P16117,19,285
BBa_J06571,P16117,76,285
BBa_J06572,P03034,19,711
BBa_J06573,P03034,19,711
BBa_J06574,P03034,19,711
BBa_J06600,P42212,19,714
BBa_J06601,Q9U6Y8,49,645
BBa_J06602,Q9U6Y8,52,645
BBa_J06603,Q9U6Y8,52,645
BBa_J06610,P03023,85,1080
BBa_J06611,P03023,85,1080
BBa_J06612,P03023,85,1080
BBa_J06620,P03034,19,711
BBa_J06620,P42212,1017,714
BBa_J06620,P03034,22,708
BBa_J06621,P16117,19,285
BBa_J06621,P42212,933,714
BBa_J06622,P03034,19,711
BBa_J06622,P42212,1032,714
BBa_J06622,P03034,22,708
BBa_J06623,P16117,19,285
BBa_J06623,P42212,948,714
BBa_J06624,P03034,19,711
BBa_J06624,Q9U6Y8,1062,645
BBa_J06624,P03034,22,708
BBa_J06625,P16117,19,285
BBa_J06625,Q9U6Y8,978,645
BBa_J06626,P03034,19,711
BBa_J06626,Q9U6Y8,1047,645
BBa_J06626,P03034,22,708
BBa_J06627,P16117,19,285
BBa_J06627,Q9U6Y8,963,645
BBa_J06628,P03034,19,711
BBa_J06628,Q9U6Y8,1047,645
BBa_J06628,P03034,22,708
BBa_J06629,P16117,19,285
BBa_J06629,Q9U6Y8,963,645
BBa_J06650,P42212,79,714
BBa_J06651,P42212,76,714
BBa_J06652,P42212,230,714
BBa_J06653,P42212,85,714
BBa_J06654,P42212,94,714
BBa_J06655,P42212,91,714
BBa_J06656,P42212,245,714
BBa_J06657,P42212,100,714
BBa_J06658,Q9U6Y8,124,645
BBa_J06659,Q9U6Y8,121,645
BBa_J06660,Q9U6Y8,275,645
BBa_J06661,Q9U6Y8,130,645
BBa_J06700,P42212,37,714
BBa_J06701,Q9U6Y8,67,645
BBa_J06702,Q9U6Y8,52,645
BBa_J06703,Q9U6Y8,52,645
BBa_J06800,P03023,28,1080
BBa_J06801,P03023,28,1080
BBa_J06802,P03034,19,711
BBa_J06803,P03034,19,711
BBa_J06900,P03023,85,1080
BBa_J06900,Q9U6Y8,1503,645
BBa_J06901,P03023,85,1080
BBa_J06901,Q9U6Y8,1503,645
BBa_J06902,P03023,85,1080
BBa_J06902,Q9U6Y8,1503,645
BBa_J06903,P03034,73,711
BBa_J06903,Q9U6Y8,1116,645
BBa_J06903,P03034,76,708
BBa_J06904,P03034,73,711
BBa_J06904,Q9U6Y8,1116,645
BBa_J06905,P03034,73,711
BBa_J06905,Q9U6Y8,1116,645
BBa_J06906,P03034,82,711
BBa_J06906,Q9U6Y8,1125,645
BBa_J06906,P03034,85,708
BBa_J06907,P16117,76,285
BBa_J06907,Q9U6Y8,1035,645
BBa_J06910,P03023,85,1080
BBa_J06910,P42212,1458,714
BBa_J06911,P03023,85,1080
BBa_J06911,P42212,1458,714
BBa_J06912,P03023,85,1080
BBa_J06912,P42212,1458,714
BBa_J06913,P03034,73,711
BBa_J06913,P42212,1071,714
BBa_J06913,P03034,76,708
BBa_J06914,P03034,73,711
BBa_J06914,P42212,1071,714
BBa_J06915,P03034,73,711
BBa_J06915,P42212,1071,714
BBa_J06916,P03034,82,711
BBa_J06916,P42212,1080,714
BBa_J06916,P03034,85,708
BBa_J06917,P16117,76,285
BBa_J06917,P42212,990,714
BBa_J06950,P03034,1455,711
BBa_J06950,Q9U6Y8,2498,645
BBa_J06950,P03023,85,1080
BBa_J06950,P03034,1458,708
BBa_J06951,P03034,1455,711
BBa_J06951,Q9U6Y8,2498,645
BBa_J06951,P03023,85,1080
BBa_J06951,P03034,1458,708
BBa_J06952,P03034,1455,711
BBa_J06952,Q9U6Y8,2498,645
BBa_J06952,P03034,1458,708
BBa_J06952,P03023,85,1080
BBa_J06953,P03034,73,711
BBa_J06953,P16117,1068,285
BBa_J06953,Q9U6Y8,2027,645
BBa_J06953,P03034,76,708
BBa_J06954,P16117,1068,285
BBa_J06954,Q9U6Y8,2027,645
BBa_J06954,P03034,73,711
BBa_J06955,P16117,1068,285
BBa_J06955,Q9U6Y8,2027,645
BBa_J06955,P03034,73,711
BBa_J06960,P03034,1455,711
BBa_J06960,P42212,2453,714
BBa_J06960,P03023,85,1080
BBa_J06960,P03034,1458,708
BBa_J06961,P03034,1455,711
BBa_J06961,P42212,2453,714
BBa_J06961,P03034,1458,708
BBa_J06961,P03023,85,1080
BBa_J06962,P03034,1455,711
BBa_J06962,P42212,2453,714
BBa_J06962,P03023,85,1080
BBa_J06962,P03034,1458,708
BBa_J06963,P03034,73,711
BBa_J06963,P16117,1068,285
BBa_J06963,P42212,1982,714
BBa_J06963,P03034,76,708
BBa_J06964,P16117,1068,285
BBa_J06964,P42212,1982,714
BBa_J06964,P03034,73,711
BBa_J06965,P16117,1068,285
BBa_J06965,P42212,1982,714
BBa_J06965,P03034,73,711
BBa_J07000,P03034,1460,711
BBa_J07000,P42212,2458,714
BBa_J07000,P03023,90,1080
BBa_J07000,P03034,1463,708
BBa_J07001,P04483,1460,621
BBa_J07001,P42212,2373,714
BBa_J07001,P03023,90,1080
BBa_J07001,P04483,1463,615
BBa_J07002,P03034,1460,711
BBa_J07002,P42212,2458,714
BBa_J07002,P03023,90,1080
BBa_J07002,P03034,1463,708
BBa_J07003,P03034,1441,711
BBa_J07003,P42212,2439,714
BBa_J07003,P03023,71,1080
BBa_J07003,P03034,1444,708
BBa_J07004,P04483,1441,621
BBa_J07004,P42212,2354,714
BBa_J07004,P03023,71,1080
BBa_J07004,P04483,1444,615
BBa_J07005,P00634,1,1413
BBa_J07006,P0AEX9,1,1188
BBa_J07008,P15795,1,882
BBa_J07009,P15795,1,630
BBa_J07009,P15795,1,546
BBa_J07015,P15795,1,882
BBa_J07021,P23485,1,951
BBa_J07022,P23484,1,519
BBa_J07023,P23485,1,951
BBa_J07024,P15795,84,630
BBa_J07024,P01631,722,336
BBa_J07024,P01801,1133,351
BBa_J07024,P01796,1133,348
BBa_J07025,P15795,84,630
BBa_J07025,P01631,722,336
BBa_J07025,P01801,1133,351
BBa_J07025,P01796,1133,348
BBa_J07026,P15795,84,630
BBa_J07026,P01631,722,336
BBa_J07026,P01801,1136,348
BBa_J07026,P01796,1136,345
BBa_J07027,P00634,722,1413
BBa_J07027,P15795,84,630
BBa_J07028,P0AEX9,720,1188
BBa_J07028,P15795,84,630
BBa_J07032,P23485,787,951
BBa_J07032,P42212,1770,714
BBa_J07032,P23484,230,519
BBa_J07033,P13036,81,2322
BBa_J07035,P13036,81,2322
BBa_J07035,P42212,2435,714
BBa_J07036,P03034,91,711
BBa_J07046,P01631,1,336
BBa_J07046,P01796,415,345
BBa_J07046,P01801,415,348
BBa_J07046,P01801,415,351
BBa_J07047,P13036,1234,1908
BBa_J07047,P01631,415,336
BBa_J07047,P01796,829,345
BBa_J07047,P13036,1255,1887
BBa_J07047,P13036,22,393
BBa_J07047,P01801,829,351
BBa_J07048,P13036,1285,1857
BBa_J07048,P13036,22,444
BBa_J07048,P01631,487,315
BBa_J07048,P01796,880,345
BBa_J07048,P13036,1306,1836
BBa_J07048,P01801,880,351
BBa_J07049,P13036,1,528
BBa_J07049,P13036,1201,1941
BBa_J07049,P01796,943,345
BBa_J07049,P13036,22,507
BBa_J07049,P01631,550,315
BBa_J07049,P13036,1369,1773
BBa_J07049,P01801,943,351
BBa_J07050,P13036,1207,1935
BBa_J07050,P01796,949,345
BBa_J07050,P13036,22,519
BBa_J07050,P01631,556,315
BBa_J07050,P13036,1375,1767
BBa_J07050,P01801,949,351
BBa_J07065,P15795,81,630
BBa_J07066,Q9U6Y8,113,663
BBa_J07067,P23484,230,519
BBa_J07068,P23484,22,519
BBa_J07069,P23484,84,519
BBa_J07070,P23485,230,951
BBa_J07070,P42212,1213,714
BBa_J07071,P23485,22,951
BBa_J07072,P23485,22,951
BBa_J07074,Q9U6Y8,172,663
BBa_J07076,P00634,717,1413
BBa_J07076,P15795,81,630
BBa_J07077,P0AEX9,717,1188
BBa_J07077,P15795,81,630
BBa_J07078,P15795,81,630
BBa_J07078,P01631,719,336
BBa_J07078,P01801,1130,351
BBa_J07078,P01796,1130,348
BBa_J07079,P15795,81,630
BBa_J07079,P01631,719,336
BBa_J07079,P01801,1130,351
BBa_J07079,P01796,1130,348
BBa_J07080,P15795,81,630
BBa_J07080,P01631,719,336
BBa_J07080,P01801,1133,348
BBa_J07080,P01796,1133,345
BBa_J07081,P23485,3814,951
BBa_J07081,P23484,3257,519
BBa_J07081,P13036,81,1593
BBa_J07082,P13036,1365,1857
BBa_J07082,P23485,3814,951
BBa_J07082,P01631,567,315
BBa_J07082,P01796,960,345
BBa_J07082,P13036,102,444
BBa_J07082,P23484,3257,519
BBa_J07082,P13036,1386,1836
BBa_J07082,P01801,960,351
BBa_J07083,P13036,81,1713
BBa_J07083,P23485,3814,951
BBa_J07083,P23484,3257,519
BBa_J07084,P13036,81,528
BBa_J07084,P23485,3814,951
BBa_J07084,P13036,1449,1773
BBa_J07084,P01631,630,315
BBa_J07084,P01796,1023,345
BBa_J07084,P13036,102,507
BBa_J07084,P23484,3257,519
BBa_J07084,P13036,1281,1941
BBa_J07084,P01801,1023,351
BBa_J07085,P13036,81,1566
BBa_J07085,P13036,2466,729
BBa_J07085,P23485,3787,951
BBa_J07085,P23484,3230,519
BBa_J07086,P13036,81,1698
BBa_J07086,P13036,2598,594
