igemid,unid,bitscore,score,expect,length,qlen,hsplen,plen,int_evalue,pqlen,p_id
BBa_J70614,P42212,488,1255,1.45E-176,236,760,238,0.99,176,0.931578947,99.153
BBa_J70630,P0AEX9,744,1921,0,366,1858,396,0.92,180,0.590958019,99.727
BBa_J70630,P42212,494,1271,4.59E-173,236,1858,238,0.99,173,0.381054898,99.153
BBa_J70631,P0AEX9,743,1919,0,366,2066,396,0.92,180,0.531461762,99.727
BBa_J70631,P42212,494,1271,4.52E-172,236,2066,238,0.99,172,0.342691191,99.153
BBa_J70632,P42212,488,1255,1.82E-176,236,778,238,0.99,176,0.910025707,99.153
BBa_J70633,P42212,488,1255,3.02E-175,236,986,238,0.99,175,0.718052738,99.153
BBa_J70645,Q9S3V1,840,2170,0,418,1257,418,1,180,0.997613365,100
BBa_J70646,Q9S3V0,1947,5045,0,998,3003,998,1,180,0.997002997,99.9
BBa_J70647,Q9S3U9,843,2179,0,408,1296,429,0.95,180,0.944444444,100
BBa_J70649,Q9S3U8,748,1931,0,373,1128,373,1,180,0.992021277,100
BBa_J70656,P42212,488,1256,9.54E-177,236,747,238,0.99,177,0.947791165,99.153
BBa_J70658,P42212,488,1255,1.35E-176,236,759,238,0.99,176,0.932806324,99.153
BBa_J72006,P23941,828,2140,0,423,1272,423,1,180,0.997641509,100
BBa_J72010,P00722,2105,5453,0,1024,3072,1024,1,180,1,100
BBa_J72012,Q45489,749,1934,0,360,1083,360,1,180,0.997229917,100
BBa_J72037,Q08278,175,443,1.06E-55,104,324,222,0.96,55,0.962962963,100
BBa_J72038,P47822,232,591,6.78E-79,132,405,140,0.98,79,0.977777778,100
BBa_J72039,Q08278,176,445,8.20E-56,104,356,222,0.88,56,0.876404494,100
BBa_J72040,P47822,231,590,1.20E-78,132,432,140,0.94,78,0.916666667,100
BBa_J72083,P28813,639,1647,0,397,1209,397,1,180,0.985111663,99.496
BBa_J72085,P19654,551,1419,0,281,863,281,1,180,0.976825029,100
BBa_J72086,P03067,542,1396,0,305,932,305,1,180,0.981759657,99.016
BBa_J72089,P13122,585,1507,0,283,882,283,1,180,0.962585034,99.647
BBa_J72122,Q9U6Y8,369,948,2.70E-130,221,697,225,0.98,130,0.951219512,86.878
BBa_J72124,P06808,453,1165,1.47E-163,218,676,218,1,163,0.967455621,100
BBa_J72125,P13304,202,515,2.16E-68,97,311,97,1,68,0.935691318,100
BBa_J72162,P03067,542,1397,0,305,931,305,1,180,0.982814178,99.016
BBa_J72164,P77488,1238,3204,0,620,1863,620,1,180,0.998389694,100
BBa_J72165,P00384,161,407,1.64E-52,78,258,78,1,52,0.906976744,100
BBa_J72168,P36667,541,1394,0,264,828,264,1,180,0.956521739,100
BBa_J72169,O85343,913,2359,0,453,14656,456,0.99,180,0.092726528,97.572
BBa_J72169,P37741,880,2273,0,446,14656,464,0.96,180,0.091293668,96.637
BBa_J72169,P55293,694,1790,0,361,14656,361,1,180,0.073894651,97.23
BBa_J72170,P42217,1213,3139,0,675,17912,675,1,180,0.113052702,96.741
BBa_J72170,Q03961,1100,2845,0,558,17912,558,1,180,0.0934569,99.821
BBa_J72170,P13266,826,2133,0,419,17912,419,1,180,0.070176418,99.761
BBa_J72170,Q47400,801,2070,0,391,17912,391,1,180,0.065486824,100
BBa_J72170,P42218,800,2065,0,389,17912,389,1,180,0.065151854,97.943
BBa_J72170,P62587,703,1814,0,382,17912,382,1,180,0.063979455,99.738
BBa_J72170,Q47334,667,1722,0,327,17912,327,1,180,0.054767753,99.083
BBa_J72172,P24175,902,2332,0,453,1388,456,0.99,180,0.979106628,97.13
BBa_J72175,P11540,186,471,5.56E-62,90,295,90,1,62,0.915254237,100
BBa_J72176,P11922,1957,5071,0,985,3127,985,1,180,0.944995203,99.898
BBa_J72178,P0AEX9,802,2072,0,396,1208,396,1,180,0.983443709,100
BBa_J72180,P77335,583,1503,0,303,945,303,1,180,0.961904762,100
BBa_J72181,P23940,434,1115,2.65E-155,212,809,213,1,155,0.786155748,100
BBa_J78000,O30409,858,2216,0,1297,3831,6486,1.02,180,1.015661707,39.784
BBa_J85008,Q9L8R8,512,1318,0,250,894,250,1,180,0.838926174,100
BBa_J85125,Q3YVP0,254,650,2.71E-87,156,471,156,1,87,0.993630573,99.359
BBa_J85800,P03023,728,1880,0,360,2278,360,1,180,0.474100088,100
BBa_J85800,P42212,473,1216,7.74E-163,238,2278,238,1,163,0.313432836,93.277
BBa_J85801,P04483,413,1061,1.59E-143,207,1504,207,1,143,0.412898936,96.618
BBa_J85801,Q8ISF8,362,929,4.77E-123,228,1504,231,0.99,123,0.454787234,73.246
BBa_J85802,P42212,479,1234,1.04E-172,238,860,238,1,172,0.830232558,97.059
BBa_J92000,P39595,79.7,195,2.65E-14,395,1947,481,0.82,14,0.608628659,27.848
BBa_J92004,P0CB53,357,917,2.14E-127,172,519,172,1,127,0.994219653,100
BBa_J92005,O27125,1249,3231,0,925,2778,870,1.06,180,0.998920086,70.378
BBa_J92006,O28390,288,738,1.15E-91,443,1635,380,1.17,91,0.812844037,42.889
BBa_J92007,O28390,288,738,1.15E-91,443,1635,380,1.17,91,0.812844037,42.889
BBa_J92008,P09844,776,2005,0,514,1560,515,1,180,0.988461538,77.432
BBa_J92009,A5UN55,349,895,1.38E-120,288,846,274,1.05,120,1.021276596,63.194
BBa_J92010,O27372,77.8,190,3.09E-19,90,276,85,1.06,19,0.97826087,45.556
BBa_J92011,O26147,100,250,1.99E-29,55,168,55,1,29,0.982142857,78.182
BBa_J92013,A5UL47,307,787,2.47E-107,181,543,181,1,107,1,92.818
BBa_J92014,O26971,254,649,6.40E-82,302,1029,310,0.97,82,0.880466472,51.987
BBa_J92015,Q57840,199,505,3.14E-64,170,570,187,0.91,64,0.894736842,50.588
BBa_J92016,Q8PUQ8,89.7,221,3.72E-24,74,249,78,0.95,24,0.891566265,59.459
BBa_J92017,O26148,69.3,168,1.38E-16,63,219,61,1.03,16,0.863013699,53.968
BBa_J92018,Q60351,63.5,153,5.88E-13,89,345,115,0.77,13,0.773913043,39.326
BBa_K076002,P70660,339,870,5.20E-118,244,732,244,1,118,1,100
BBa_K076008,P21918,932,2409,0,477,1434,477,1,180,0.99790795,100
BBa_K076009,P52954,473,1217,1.42E-169,269,843,281,0.96,169,0.957295374,100
BBa_K076010,P57695,791,2042,0,457,1347,457,1.02,180,1.017817372,97.812
BBa_K076014,Q02067,321,822,5.44E-111,171,696,231,0.74,111,0.737068966,100
BBa_K078003,Q53122,347,891,2.34E-112,445,1897,460,0.97,112,0.703742752,44.944
BBa_K078005,P47243,559,1441,0,294,885,294,1,180,0.996610169,100
BBa_K078006,D5IGG6,417,1072,2.10E-143,405,1236,414,0.98,143,0.983009709,57.037
BBa_K078007,P47227,552,1422,0,276,834,277,1,180,0.992805755,100
BBa_K078008,P47228,610,1573,0,298,898,298,1,180,0.995545657,100
BBa_K078009,P47229,593,1528,0,286,861,286,1,180,0.996515679,100
BBa_K078102,Q9AQM4,216,550,5.75E-68,270,886,290,0.93,68,0.914221219,47.407
BBa_K082004,P03023,728,1878,0,360,1083,360,1,180,0.997229917,99.444
BBa_K082005,P03023,723,1866,0,360,1083,360,1,180,0.997229917,98.889
BBa_K089001,P14611,732,1889,0,393,1182,393,1,180,0.997461929,100
BBa_K089002,P14697,503,1296,0,246,741,246,1,180,0.995951417,100
BBa_K089003,P23608,1122,2901,0,589,1770,589,1,180,0.998305085,100
BBa_K090000,Q9C8E7,62,149,4.98E-09,373,1194,933,0.94,9,0.93718593,23.056
BBa_K090003,B5YQN9,1217,3148,0,682,4384,682,1,180,0.46669708,99.12
BBa_K091001,P76141,571,1471,0,317,954,317,1,180,0.996855346,100
BBa_K091002,P77432,1041,2692,0,530,1593,530,1,180,0.998116761,100
BBa_K091109,Q3YYH1,360,924,1.59E-128,171,516,171,1,128,0.994186047,100
BBa_K091121,P03023,732,1889,0,360,1083,360,1,180,0.997229917,100
BBa_K091122,P03023,728,1878,0,360,1083,360,1,180,0.997229917,99.722
BBa_K091124,P03023,729,1881,0,360,1083,360,1,180,0.997229917,99.722
BBa_K091127,P03023,725,1872,0,360,1083,360,1,180,0.997229917,99.444
BBa_K091228,P03034,460,1184,8.46E-165,236,917,237,1,165,0.772082879,100
BBa_K091229,P03034,460,1184,1.12E-164,236,935,237,1,164,0.757219251,100
BBa_K091234,P23070,619,1595,0,301,1125,320,0.94,180,0.802666667,100
BBa_K093001,P00638,622,1604,0,300,903,300,1,180,0.996677741,100
BBa_K093014,P00638,622,1604,0,300,1602,300,1,180,0.561797753,100
BBa_K094011,P03034,462,1188,2.72E-162,237,1509,237,1,162,0.471172962,100
BBa_K094011,P42212,446,1147,5.79E-156,238,1509,238,1,156,0.473161034,96.639
BBa_K094100,P0A9H9,363,933,3.10E-128,197,695,214,0.92,128,0.850359712,100
BBa_K094110,P0AE69,224,571,4.44E-76,129,390,129,1,76,0.992307692,98.45
BBa_K094113,B1J0T5,100,248,1.76E-24,48,354,1024,0.41,24,0.406779661,100
BBa_K094142,P03023,702,1813,0,346,1048,360,0.99,180,0.990458015,99.711
BBa_K098997,P03034,462,1188,1.16E-166,237,714,237,1,166,0.995798319,100
BBa_K1010002,B1Q2A8,646,1666,0,335,1025,335,1,180,0.980487805,100
BBa_K1010008,P0A433,615,1585,0,328,1101,365,0.9,180,0.89373297,91.463
BBa_K1012001,Q6NVU2,580,1494,0,293,933,323,0.94,180,0.942122186,95.563
BBa_K1012002,P33225,88.6,218,8.68E-22,42,126,848,1,22,1,100
BBa_K1012004,P0AEX9,50.1,118,1.41E-08,26,78,396,1,8,1,100
BBa_K1015001,P03870,852,2201,0,423,1272,423,1,180,0.997641509,100
BBa_K1015002,P0AG05,526,1355,0,263,1031,263,1,180,0.765276431,100
BBa_K1015006,P02980,717,1850,0,401,1575,401,1,180,0.763809524,99.002
BBa_K1015008,P03023,729,1883,0,360,1335,360,1,180,0.808988764,99.722
BBa_K1015009,P62580,464,1195,7.42E-166,219,1098,219,1,166,0.598360656,99.543
BBa_K1015010,P00807,478,1231,6.88E-171,267,983,281,0.95,171,0.814852492,100
BBa_K1018000,P14780,719,1856,0,344,1032,707,1,180,1,100
BBa_K1019000,P0ADH5,416,1070,6.65E-150,200,603,200,1,150,0.995024876,100
BBa_K1019003,P33358,493,1270,7.73E-179,243,732,243,1,179,0.995901639,100
BBa_K1019005,P0A910,642,1656,0,346,1041,346,1,180,0.997118156,100
BBa_K1020002,O31249,636,1641,0,306,927,306,1,180,0.990291262,100
BBa_K1020006,P0A9U2,1187,3072,0,578,4971,578,1,180,0.348823174,100
BBa_K1020006,P0AFQ1,721,1862,0,368,4971,368,1,180,0.222088111,100
BBa_K1020006,P0AFQ2,686,1770,0,377,4971,377,1,180,0.227519614,100
BBa_K1020006,P75777,542,1396,7.86E-179,332,4971,332,1,179,0.2003621,99.699
BBa_K1020010,P02981,671,1731,0,396,1529,396,1,180,0.776978417,100
BBa_K1021000,P21684,575,1481,0,302,936,302,1,180,0.967948718,100
BBa_K1023015,Q0C8M2,506,1303,0,256,774,256,1,180,0.992248062,100
BBa_K1025000,P03007,488,1257,6.30E-177,243,732,243,1,177,0.995901639,98.354
BBa_K1026001,Q99ZW2,2660,6896,0,1368,4113,1368,1,180,0.997811816,99.854
BBa_K1027003,Q3Z3G7,349,896,4.32E-124,171,537,172,0.99,124,0.955307263,100
BBa_K103008,P62594,354,909,3.93E-124,172,585,286,0.88,124,0.882051282,98.837
BBa_K103010,P0A910,245,625,4.88E-81,115,437,346,0.79,81,0.789473684,99.13
BBa_K103012,Q48406,186,473,2.44E-59,91,345,286,0.79,59,0.791304348,100
BBa_K1031017,P08762,68.9,167,2.19E-15,70,381,72,0.97,15,0.551181102,47.143
BBa_K1031018,P08762,68.9,167,5.71E-15,70,480,72,0.97,15,0.4375,47.143
BBa_K1031019,P10183,580,1496,0,280,1615,300,0.93,180,0.520123839,100
BBa_K1031100,P06519,800,2065,0,559,1827,566,0.99,180,0.917898194,67.8
BBa_K1031111,P06519,800,2065,0,559,1888,566,0.99,180,0.888241525,67.8
BBa_K1031112,P06519,800,2065,0,559,1888,566,0.99,180,0.888241525,67.8
BBa_K1031211,P06519,763,1971,0,559,1766,566,0.99,180,0.949603624,66.905
BBa_K1031300,Q43965,384,987,1.74E-125,571,1850,560,1.02,125,0.925945946,40.63
BBa_K1031311,Q43965,384,987,3.30E-125,571,1910,560,1.02,125,0.896858639,40.63
BBa_K1031441,Q47141,569,1466,0,296,952,296,1,180,0.932773109,100
BBa_K1031442,Q47141,563,1450,0,293,952,296,0.99,180,0.923319328,100
BBa_K1031443,Q47141,563,1450,0,293,952,296,0.99,180,0.923319328,100
BBa_K1031444,Q47141,569,1466,0,296,952,296,1,180,0.932773109,100
BBa_K1031510,P62574,305,782,8.90E-107,148,602,148,1,107,0.737541528,100
BBa_K1031620,P0A390,932,2408,0,483,1587,483,1,180,0.913043478,99.793
BBa_K1031621,P0A390,922,2382,0,478,1648,483,0.99,180,0.870145631,99.791
BBa_K1031622,P0A390,922,2382,0,478,1648,483,0.99,180,0.870145631,99.791
BBa_K1031623,P0A390,922,2382,0,478,1648,483,0.99,180,0.870145631,99.791
BBa_K1031624,P0A390,922,2382,0,478,1648,483,0.99,180,0.870145631,99.791
BBa_K1031625,P0A390,922,2382,0,478,1648,483,0.99,180,0.870145631,99.791
BBa_K1031710,P76086,565,1455,0,316,1106,316,1,180,0.857142857,100
BBa_K1031742,P76086,557,1435,0,312,1012,316,0.99,180,0.924901186,100
BBa_K1031743,P76086,557,1435,0,312,1012,316,0.99,180,0.924901186,100
BBa_K1031744,P76086,565,1455,0,316,1012,316,1,180,0.936758893,100
BBa_K1031911,P07859,667,1722,0,321,1103,321,1,180,0.873073436,100
BBa_K1031912,P07859,667,1722,0,321,1162,321,1,180,0.828743546,100
BBa_K1031913,P07859,667,1722,0,321,1162,321,1,180,0.828743546,100
BBa_K1031916,P07859,667,1722,0,321,1162,321,1,180,0.828743546,100
BBa_K1031917,P07859,667,1722,0,321,1163,321,1,180,0.828030954,100
BBa_K1031922,P39849,702,1813,0,362,1304,366,0.99,180,0.832822086,100
BBa_K1031923,P39849,702,1813,0,362,1304,366,0.99,180,0.832822086,100
BBa_K1031931,P43503,935,2416,0,480,1651,487,0.99,180,0.872198667,99.792
BBa_K1033001,Q42524,1089,2817,0,561,1708,561,1,180,0.985362998,100
BBa_K1033002,P28343,774,1998,0,393,1200,392,1,180,0.9825,99.237
BBa_K1033003,Q42524,1089,2817,0,561,2916,561,1,180,0.577160494,100
BBa_K1033003,P28343,773,1995,0,393,2916,392,1,180,0.404320988,99.237
BBa_K1033100,P21684,574,1480,0,302,930,302,1,180,0.974193548,100
BBa_K1033113,Q6X1C0,952,2462,0,460,1401,460,1,180,0.985010707,100
BBa_K1033115,P0AA30,216,551,1.49E-73,108,354,109,0.99,73,0.915254237,98.148
BBa_K1033122,P13087,398,1023,1.79E-142,191,594,220,0.96,142,0.964646465,100
BBa_K1033260,P0AE70,59.7,143,2.03E-10,97,702,111,0.87,10,0.414529915,31.959
BBa_K1033919,Q95P04,454,1169,3.43E-164,221,669,221,1,164,0.99103139,98.19
BBa_K1033932,Q9U6Y6,274,700,1.52E-92,226,678,229,1,92,1,54.425
BBa_K1033933,Q9GZ28,486,1251,2.33E-176,232,702,232,1,176,0.991452991,100
BBa_K1036001,P00393,862,2228,0,434,1366,434,1,180,0.953147877,99.77
BBa_K1039022,P03023,729,1883,0,360,4705,360,1,180,0.229543039,99.722
BBa_K1039022,Q9T216,481,1238,6.92E-158,244,4705,244,1,158,0.155579171,100
BBa_K1039023,P03023,729,1883,0,360,3410,360,1,180,0.316715543,99.722
BBa_K1039024,P03023,729,1883,0,360,3852,360,1,180,0.280373832,99.722
BBa_K1039029,P21703,53.5,127,4.96E-07,104,1564,186,0.56,7,0.199488491,34.615
BBa_K104000,P04637,751,1939,0,393,2586,393,1,180,0.455916473,100
BBa_K1040000,P0AB80,642,1656,0,309,931,309,1,180,0.995703545,100
BBa_K1040001,Q1RDQ5,275,704,4.23E-95,169,510,169,1,95,0.994117647,98.225
BBa_K104004,P33112,455,1171,1.30E-164,220,663,220,1,164,0.995475113,100
BBa_K104006,P33113,723,1867,0,387,1182,459,0.98,180,0.982233503,98.191
BBa_K1043007,P14697,246,627,5.54E-81,232,730,246,0.95,81,0.953424658,52.155
BBa_K1043009,Q9ZHI2,975,2520,0,567,1726,568,1,180,0.985515643,86.772
BBa_K1044001,P58931,195,496,3.79E-52,509,1965,739,0.78,52,0.777099237,32.613
BBa_K1044003,Q8Z291,363,932,2.52E-112,677,2190,874,0.93,112,0.92739726,33.235
BBa_K1049001,P53296,1047,2707,0,535,1608,535,1,180,0.998134328,99.626
BBa_K1051036,P23644,105,263,3.64E-28,49,173,387,0.85,28,0.849710983,97.959
BBa_K1051100,P53220,94.7,234,1.10E-24,46,209,239,0.66,24,0.660287081,97.826
BBa_K1051101,P04037,56.6,135,1.85E-11,25,75,155,1,11,1,100
BBa_K1051102,P42844,101,252,1.63E-28,47,141,174,1,28,1,100
BBa_K1051103,P49334,47,110,7.33E-08,22,69,152,0.96,8,0.956521739,100
BBa_K1051104,P04840,63.9,154,1.60E-13,30,93,283,0.97,13,0.967741935,100
BBa_K1051105,P23644,105,263,2.58E-28,49,147,387,1,28,1,97.959
BBa_K1051106,P53969,68.2,165,8.50E-15,31,96,484,0.97,15,0.96875,100
BBa_K1051108,P35180,48.5,114,5.16E-08,40,120,183,1,8,1,100
BBa_K1051109,P36046,72.4,176,2.34E-16,31,93,403,1,16,1,100
BBa_K1051114,P61836,270,690,5.20E-94,136,408,136,1,94,1,100
BBa_K1051115,P04912,186,473,4.67E-61,108,396,132,0.82,61,0.818181818,100
BBa_K1051116,P15891,827,2136,0,592,1779,592,1,180,0.998313659,100
BBa_K1051129,P42212,489,1260,5.33E-177,238,813,238,1,177,0.878228782,98.739
BBa_K1051130,P42212,489,1260,1.10E-176,238,867,238,1,176,0.823529412,98.739
BBa_K1051130,P23644,104,260,1.66E-24,49,867,387,0.17,24,0.169550173,97.959
BBa_K1051131,P42212,489,1260,5.55E-177,238,816,238,1,177,0.875,98.739
BBa_K1051132,P42212,489,1260,3.29E-177,238,777,238,1,177,0.918918919,98.739
BBa_K1051133,P42212,489,1260,3.27E-175,238,1128,238,1,175,0.632978723,98.739
BBa_K1051133,P61836,270,690,3.78E-90,136,1128,136,1,90,0.361702128,100
BBa_K1051134,P42212,489,1260,2.81E-175,238,1116,238,1,175,0.639784946,98.739
BBa_K1051134,P04912,186,473,1.54E-57,108,1116,132,0.82,57,0.290322581,100
BBa_K1051135,Q9U6Y8,355,911,7.34E-124,215,837,225,0.96,124,0.770609319,86.047
BBa_K1051136,Q9U6Y8,355,911,1.46E-123,215,891,225,0.96,123,0.723905724,86.047
BBa_K1051137,Q9U6Y8,355,911,7.62E-124,215,840,225,0.96,124,0.767857143,86.047
BBa_K1051138,Q9U6Y8,353,907,1.49E-123,215,801,225,0.96,123,0.805243446,86.047
BBa_K1051139,Q9U6Y8,353,907,1.14E-121,215,1152,225,0.96,121,0.559895833,86.047
BBa_K1051139,P61836,270,690,4.91E-90,136,1152,136,1,90,0.354166667,100
BBa_K1051140,Q9U6Y8,353,907,9.89E-122,215,1140,225,0.96,122,0.565789474,86.047
BBa_K1051500,P38634,528,1361,0,284,855,284,1,180,0.996491228,97.535
BBa_K1051501,P13365,984,2545,0,580,1743,580,1,180,0.99827883,100
BBa_K1051502,P38634,528,1361,0,284,852,284,1,180,1,97.535
BBa_K1051503,P13365,984,2545,0,580,1740,580,1,180,1,100
BBa_K1051705,P16523,523,1346,0,270,813,270,1,180,0.996309963,100
BBa_K1051800,Q99ZW2,2643,6851,0,1360,4164,1368,0.99,180,0.979827089,99.853
BBa_K1053104,P03630,221,563,2.07E-73,127,654,127,1,73,0.582568807,89.764
BBa_K1053104,P42212,170,431,7.76E-52,81,654,238,0.37,52,0.371559633,98.765
BBa_K1054000,P69487,189,479,1.99E-62,92,279,152,0.99,62,0.989247312,98.913
BBa_K1054001,P69487,189,479,1.04E-60,92,572,152,0.61,60,0.482517483,98.913
BBa_K1054002,Q99163,176,447,1.91E-58,87,264,87,1,58,0.988636364,100
BBa_K1054003,P94516,345,885,1.35E-120,201,696,231,0.87,120,0.86637931,100
BBa_K1054010,P62594,350,899,8.33E-123,170,543,286,0.94,123,0.939226519,98.824
BBa_K1054011,Q48406,186,473,1.43E-59,91,303,286,0.9,59,0.900990099,100
BBa_K1054012,P12746,515,1326,0,250,1708,250,1,180,0.43911007,100
BBa_K1054012,P0A9H9,360,925,8.25E-122,196,1708,214,0.92,122,0.344262295,99.49
BBa_K1054013,P12746,515,1326,2.69E-178,250,2490,250,1,178,0.301204819,100
BBa_K1054013,Q9U6Y8,369,946,1.30E-121,221,2490,225,0.98,121,0.26626506,86.878
BBa_K1054013,P0A9H9,360,925,1.12E-118,196,2490,214,0.92,118,0.236144578,99.49
BBa_K1054014,P42212,294,753,8.34E-99,157,1010,238,0.66,99,0.466336634,98.089
BBa_K1054014,P22629,195,495,1.57E-60,96,1010,183,0.52,60,0.285148515,100
BBa_K1054015,P22629,196,499,3.24E-62,96,788,183,0.52,62,0.365482234,100
BBa_K1054015,P42212,168,425,2.74E-50,81,788,238,0.34,50,0.308375635,98.765
BBa_K1054016,P22629,196,497,1.00E-61,96,824,183,0.52,61,0.349514563,100
BBa_K1054016,Q48406,189,481,6.38E-58,92,824,286,0.33,58,0.334951456,100
BBa_K1054017,Q3YY32,565,1457,0,290,1813,291,1,180,0.479867623,100
BBa_K1054018,Q3YY32,563,1452,0,290,1588,291,1,180,0.547858942,100
BBa_K1054019,Q3YY32,566,1460,0,290,1852,291,1,180,0.469762419,100
BBa_K1054020,Q3YY32,563,1452,0,290,1618,291,1,180,0.537700865,100
BBa_K1054021,Q3YY32,564,1454,0,290,2128,291,1,180,0.408834586,100
BBa_K1054022,P42212,489,1260,7.05E-175,238,1182,238,1,175,0.604060914,98.739
BBa_K1054023,P42212,489,1259,8.69E-175,238,1175,238,1,175,0.607659574,98.739
BBa_K1054024,P94515,180,457,3.41E-58,146,441,146,1,58,0.993197279,100
BBa_K1058004,P18357,1056,2730,0,584,1753,585,1,180,0.999429549,99.829
BBa_K1059012,Q58971,72,175,6.68E-14,201,832,189,1.06,14,0.724759615,24.378
BBa_K1059013,C0SP78,136,342,7.06E-37,283,904,297,0.95,37,0.939159292,33.569
BBa_K1059014,Q01465,63.2,152,7.07E-10,318,1057,337,0.94,10,0.902554399,25.157
BBa_K1059091,C0SP78,140,352,2.11E-38,283,891,297,0.95,38,0.952861953,33.569
BBa_K106000,P42212,483,1243,6.05E-175,236,714,238,0.99,175,0.991596639,98.305
BBa_K106001,P11978,2637,6835,0,1358,4077,1358,1,180,0.999264165,100
BBa_K106002,P06700,1148,2970,0,562,1686,562,1,180,1,100
BBa_K106003,P06700,1146,2964,0,561,1686,562,1,180,0.998220641,100
BBa_K106004,Q9U6Y8,354,908,3.21E-124,215,708,225,0.96,124,0.911016949,85.581
BBa_K106005,Q9U6Y8,354,909,2.78E-124,215,708,225,0.96,124,0.911016949,85.581
BBa_K106009,O80536,187,475,1.88E-57,100,302,524,0.99,57,0.993377483,100
BBa_K106010,P14713,1258,3256,0,603,1863,1172,0.97,180,0.971014493,100
BBa_K106011,P40963,669,1727,0,338,1017,338,1,180,0.997050147,100
BBa_K106012,P40963,667,1721,0,337,1014,338,1,180,0.99704142,100
BBa_K106013,Q08649,866,2237,0,445,1338,445,1,180,0.997757848,100
BBa_K106028,P42212,483,1243,6.05E-175,236,714,238,0.99,175,0.991596639,98.305
BBa_K1061002,Q13546,1380,3571,0,671,2016,671,1,180,0.998511905,100
BBa_K1061006,Q07812,388,997,4.73E-139,192,579,192,1,139,0.994818653,99.479
BBa_K1064004,P08684,941,2433,0,472,1419,503,1,180,0.997885835,99.788
BBa_K1064007,O31680,256,653,7.10E-85,250,750,248,1.01,85,1,53.2
BBa_K106664,P08151,371,952,1.64E-121,171,526,1106,0.98,121,0.975285171,100
BBa_K106665,P08151,370,951,2.27E-121,171,529,1106,0.97,121,0.969754253,100
BBa_K106666,P03023,716,1848,0,353,1104,360,0.98,180,0.95923913,99.717
BBa_K106667,P03023,716,1848,0,353,1107,360,0.98,180,0.956639566,99.717
BBa_K106668,P04483,424,1091,6.66E-153,206,618,207,1,153,1,100
BBa_K106669,P04483,426,1096,1.20E-153,207,621,207,1,153,1,100
BBa_K106671,P42212,483,1243,6.05E-175,236,714,238,0.99,175,0.991596639,98.305
BBa_K106677,P47821,617,1591,0,323,972,323,1,180,0.99691358,100
BBa_K106692,P06701,1850,4791,0,978,2937,978,1,180,0.99897855,100
BBa_K106696,Q3E835,56.2,134,2.37E-10,25,348,90,0.28,10,0.215517241,100
BBa_K1067002,Q57142,466,1200,2.15E-164,225,1441,235,0.96,164,0.468424705,100
BBa_K1067002,Q50926,348,892,8.60E-118,189,1441,233,0.81,118,0.393476752,100
BBa_K1067004,Q50925,1127,2915,0,570,2819,570,1,180,0.606598084,100
BBa_K1067005,Q50925,1127,2915,0,570,7346,570,1,180,0.232779744,100
BBa_K1067005,Q04508,821,2121,0,420,7346,420,1,180,0.171521917,100
BBa_K1067005,Q04507,538,1385,3.08E-174,276,7346,276,1,174,0.112714402,99.638
BBa_K1067005,Q57142,466,1200,1.53E-149,225,7346,235,0.96,149,0.091886741,100
BBa_K1067005,Q50926,348,892,3.72E-108,189,7346,233,0.81,108,0.077184863,100
BBa_K1067006,P24474,1138,2943,0,568,8990,568,1,180,0.189543938,100
BBa_K1067006,Q51480,761,1964,0,377,8990,392,0.96,180,0.125806452,100
BBa_K1067006,P95415,344,882,1.15E-107,171,8990,171,1,107,0.057063404,100
BBa_K1067006,P95413,330,847,7.28E-103,174,8990,174,1,103,0.058064516,100
BBa_K1067006,P95412,276,705,3.33E-84,148,8990,150,0.99,84,0.049388209,100
BBa_K1069004,P42212,489,1260,1.84E-176,238,906,238,1,176,0.78807947,98.739
BBa_K1069004,P08715,119,299,9.01E-29,60,906,1024,0.2,29,0.198675497,100
BBa_K1069005,P14136,804,2076,0,432,2202,432,1,180,0.588555858,100
BBa_K1069005,P42212,489,1260,8.69E-170,238,2202,238,1,170,0.324250681,98.739
BBa_K1071002,P62580,465,1197,1.66E-168,219,660,219,1,168,0.995454545,100
BBa_K1072004,Q04789,558,1437,0,550,1665,570,0.99,180,0.990990991,53.273
BBa_K1073000,P62594,558,1438,0,286,864,286,1,180,0.993055556,99.301
BBa_K1074002,P03140,360,923,7.78E-124,227,700,400,0.97,124,0.972857143,98.678
BBa_K1074003,P9WQP1,585,1508,0,285,858,325,1,180,0.996503497,100
BBa_K1074004,P13423,284,727,7.57E-92,140,423,764,0.99,92,0.992907801,100
BBa_K1074005,D0Z6T1,215,547,5.65E-73,103,312,124,0.99,73,0.990384615,100
BBa_K1074009,O34616,572,1473,0,323,2099,323,1,180,0.461648404,100
BBa_K1074009,O34344,360,924,3.48E-120,203,2099,203,1,120,0.290138161,99.507
BBa_K1074009,O34889,321,823,1.03E-105,158,2099,158,1,105,0.22582182,100
BBa_K1074014,P00692,66.2,160,4.02E-14,31,93,514,1,14,1,100
BBa_K1075012,Q2RBR1,252,643,5.00E-78,127,495,921,0.77,78,0.76969697,93.701
BBa_K1075013,Q2RBR1,252,643,5.00E-78,127,495,921,0.77,78,0.76969697,93.701
BBa_K1075032,P62552,148,374,9.67E-48,72,243,72,1,48,0.888888889,100
BBa_K1076003,Q8ZES9,794,2051,0,553,1674,562,0.99,180,0.991039427,69.982
BBa_K1076005,P80603,262,670,2.56E-82,439,1301,428,1.03,82,1.012298232,37.13
